FID,wkb_geometry,id,vej,vejid,fra,til,broklasse,frihoejde
tungvognsnet.53,"MULTILINESTRING ((726171.1915937541 6175043.96566659, 726176.3379794019 6175035.3918264, 726176.502473534 6175035.11696354, 726228.243829878 6174952.24517829, 726228.550671982 6174951.75303832, 726276.4076431231 6174875.10003019, 726278.5716164991 6174871.65136491, 726279.007509988 6174870.95669103, 726288.6736565641 6174855.54932512, 726289.008328638 6174855.01571765, 726307.198653599 6174825.84709895, 726307.4000963371 6174825.52494623, 726347.090602136 6174761.13459941, 726347.562918236 6174760.36861543, 726369.096177284 6174725.42598209, 726373.325839004 6174718.56238811, 726373.772305242 6174717.83891075, 726374.37983079 6174716.86251115, 726374.466617332 6174716.72316835, 726378.3551585249 6174711.93650028, 726379.409769937 6174710.63830781, 726379.756348279 6174710.21097801, 726380.040365137 6174709.86144443, 726383.646508816 6174705.42085004, 726403.275433487 6174673.71858653, 726403.3653188309 6174673.57430288, 726403.79550819 6174672.86450951, 726429.165665627 6174630.93645782, 726429.253570674 6174630.79113462, 726429.680799413 6174630.07928179, 726446.156197945 6174602.64346896, 726446.46031613 6174602.13726857, 726446.6743119691 6174601.78735208, 726448.310808397 6174599.11157998, 726459.482053919 6174580.84274931, 726469.6744326181 6174560.82488126, 726469.797234407 6174560.58420839, 726470.1282170049 6174559.93347976, 726474.398508724 6174551.54839624, 726484.7082479261 6174534.75614978, 726497.4714985039 6174513.37948627, 726501.5511387921 6174506.49224369, 726501.791221336 6174506.08781998, 726502.0613314791 6174505.63196829, 726505.634877791 6174499.60007979, 726513.455597943 6174486.80930761, 726513.888747523 6174486.10157283, 726514.499707125 6174485.10323092, 726518.728981584 6174478.1869299, 726535.772999129 6174454.78295675, 726537.746059373 6174452.59202417, 726538.3485008209 6174451.92364766, 726539.084946814 6174451.10585633, 726542.59222345 6174447.21352507, 726555.2682329341 6174430.7601252, 726555.28054917 6174430.74436197, 726555.87912367 6174429.96786516, 726556.183029507 6174429.57370555, 726574.26581934 6174406.25326789, 726574.461898848 6174406.00003649, 726574.878690334 6174405.46204725, 726578.309453298 6174401.03698794, 726589.7912441631 6174386.3427185, 726593.327379012 6174381.79969117, 726593.462857601 6174381.62629565, 726593.94221051 6174381.01050993, 726601.357334661 6174371.48304484, 726610.518917028 6174359.68914053, 726610.678028062 6174359.48419877, 726611.131748467 6174358.89991967, 726630.020518626 6174334.58397947, 726634.37798116 6174328.825673, 726634.885420827 6174328.15541947, 726635.5859794209 6174327.22987513, 726639.520235587 6174322.03043975, 726658.225241279 6174297.9519618, 726658.672803516 6174297.37556408, 726659.4519237941 6174296.37253914, 726669.636930091 6174283.26129947, 726674.125902914 6174277.37853689, 726674.405235457 6174277.0129033, 726674.732852664 6174276.58319698, 726680.8002908131 6174268.63275816, 726681.249090058 6174268.04437988, 726682.013190271 6174267.04205848, 726691.659686228 6174254.40137554, 726702.630962826 6174240.33026552, 726710.148788814 6174231.93427852, 726710.6827673451 6174231.33857879, 726711.483754891 6174230.44402918, 726714.353193789 6174227.23937822, 726734.421179631 6174201.417085, 726745.0729597261 6174187.06054611, 726752.6951301971 6174175.15418935, 726753.013070424 6174174.65726437, 726753.256671495 6174174.32793986, 726755.52919587 6174171.25855797, 726794.156873204 6174121.42090518, 726810.099236324 6174100.71122357, 726820.130382356 6174088.50129548, 726827.876408884 6174078.58018406, 726830.049573492 6174075.67890701, 726830.223237716 6174075.44624088, 726830.648641365 6174074.8774079, 726840.8425187359 6174061.26612024, 726840.9380880081 6174061.13795484, 726841.4415668411 6174060.46562107, 726845.3286226231 6174055.27524826, 726872.977077627 6174019.10036568, 726873.5480586711 6174018.35333395, 726874.2018187521 6174017.51790046, 726891.461280592 6173995.46265856, 726891.7014470211 6173995.15527477, 726892.080052506 6173994.67655428, 726897.595905227 6173987.70661019, 726935.24492074 6173938.28674503, 726935.620822374 6173937.79296485, 726935.850889837 6173937.49038353, 726940.682049778 6173931.14917588, 726945.7234363139 6173924.90215648, 726945.83008477 6173924.77020815, 726946.3510503289 6173924.12422971, 726952.203616444 6173916.87181441, 726992.263607619 6173861.57612739, 726992.433095779 6173861.20032018, 726992.719819699 6173860.56172028, 726993.253449853 6173859.37577159, 727021.29465917 6173797.08195088, 727025.070609656 6173788.14584961, 727025.389644652 6173787.39083992, 727025.849298209 6173786.30347071, 727037.0984731549 6173759.679687, 727049.213346867 6173732.53177641, 727051.03487029 6173728.54110754, 727051.259650202 6173728.05034476, 727051.4509878161 6173727.63195131, 727059.758534975 6173709.43852966, 727059.962425767 6173708.99237267, 727060.174672194 6173708.52837335, 727065.874416446 6173696.04579965, 727078.058192461 6173668.44805898, 727079.6796232121 6173664.66052203, 727079.986907242 6173663.94329544, 727080.4672519619 6173662.82132005, 727082.011067192 6173659.21532491, 727087.234925926 6173647.22355486, 727087.430875716 6173646.77423972, 727087.634200865 6173646.30606246, 727094.02542183 6173631.63524311, 727105.277388567 6173605.98389556, 727105.4502319491 6173605.59014688, 727105.679623945 6173605.06846229, 727114.518038386 6173584.91671227, 727114.7914455091 6173584.29385523, 727114.920293452 6173584.00027892, 727119.660521224 6173573.19544281, 727139.892298802 6173527.32409827, 727145.740204546 6173509.16212271, 727145.758330521 6173509.10545739, 727146.04610909 6173508.21077293, 727155.210703376 6173479.74806238, 727163.4456209211 6173452.87064536, 727163.516183973 6173452.64094447, 727163.738623744 6173451.9140386, 727165.9777917879 6173444.60625559, 727172.04287169 6173424.7678784, 727182.799398073 6173395.02406157, 727182.9083836491 6173394.72308998, 727183.14010547 6173394.08340282, 727187.980255738 6173380.70047937, 727202.575380236 6173333.42627008, 727204.730026972 6173326.44695042, 727204.95984175 6173325.70118217, 727205.322992388 6173324.53587449, 727216.537827955 6173288.60456811, 727222.582313514 6173269.14993255, 727222.784212147 6173268.50065257, 727222.879276285 6173268.19540433, 727233.894389183 6173232.74184189, 727239.110087472 6173215.95443745, 727240.6868459041 6173210.88248817, 727240.8022531461 6173210.50961379, 727240.98382822 6173209.92695977, 727257.056197681 6173158.36313387, 727257.12456298 6173158.14339349, 727257.354160086 6173157.4086251, 727261.222730206 6173144.99691199, 727261.412877953 6173144.38541528, 727261.519712291 6173144.04138341, 727270.3708802 6173115.6424834, 727277.9554432351 6173091.25021856, 727279.65906082 6173085.78260977, 727279.897230541 6173085.01899864, 727280.25400485 6173083.87257206, 727284.7175945509 6173069.54681851, 727284.907742129 6173068.93532167, 727285.014576373 6173068.59128973, 727289.289155974 6173054.87005204, 727305.2246022089 6173003.65264325, 727305.2481231 6173003.5760762, 727305.521583801 6173002.6971143, 727311.767058438 6172982.63818343, 727311.873892574 6172982.29415141, 727312.0640399581 6172981.68265442, 727328.7357763629 6172928.23585598, 727338.878779481 6172895.66573025, 727341.83389311 6172886.1961826, 727342.105155937 6172885.32718111, 727342.4298357681 6172884.28616356, 727346.025716053 6172872.76442305, 727357.596279566 6172835.58458221, 727357.7148640669 6172835.20276651, 727357.892260552 6172834.62903306, 727379.787626773 6172763.92925032, 727379.841043705 6172763.75723421, 727380.0856075509 6172762.97374047, 727400.267947103 6172698.21756764, 727403.6041894209 6172687.53303961, 727403.759045068 6172687.0368928, 727403.9021501871 6172686.57852956, 727421.1900664731 6172631.20706066, 727421.19863923 6172631.17821805, 727421.488027041 6172630.25255047, 727429.148371822 6172605.71869069, 727440.866773053 6172568.19359879, 727440.9116171111 6172568.05042519, 727441.1647334041 6172567.23908842, 727453.087065773 6172529.06275052, 727482.3392444559 6172441.80031144, 727482.62838781 6172440.93766435, 727482.974928234 6172439.90407997, 727504.504290663 6172375.6776487, 727507.754138015 6172365.92278686, 727507.86273242 6172365.59625894))",49,Amagerbrogade,1010108000000,0,3026,100,"5,00"
tungvognsnet.54,"MULTILINESTRING ((727941.85880746 6175323.33572952, 727960.92695911 6175289.52389119, 728010.631948695 6175201.38645182, 728021.923395394 6175181.36432273, 728031.0668299231 6175165.15095607, 728070.79068943 6175094.71158596, 728090.494579438 6175059.49552789, 728157.5542372321 6174939.64210927, 728162.234707029 6174931.27686148, 728176.933296661 6174903.44761423, 728210.297899988 6174845.14005733, 728214.9591974791 6174836.99403046, 728267.462222221 6174742.61369797, 728275.3290062051 6174728.47222549, 728284.091898047 6174712.71989109, 728290.13054324 6174701.86471082, 728366.626479777 6174564.35410137, 728377.19189702 6174545.36148377, 728420.125250234 6174468.18354343, 728497.06190116 6174331.39392903, 728497.4579742231 6174330.6894571, 728531.537060783 6174272.14103673, 728538.58299525 6174260.03512961, 728582.360849018 6174189.0900293, 728614.562448363 6174139.08604144, 728676.19528151 6174039.8476505, 728680.499849148 6174033.02079871, 728705.8575265469 6173992.79571474, 728742.8606924029 6173933.69468547, 728743.0786501381 6173933.34684387, 728753.4552638211 6173915.55230539, 728753.878771393 6173914.82636461, 728791.6776916321 6173856.86849365, 728829.849451851 6173795.481539, 728837.465993195 6173778.39179479, 728837.705743146 6173777.85230347, 728931.792722461 6173512.56931591, 728932.104148629 6173511.6930989, 728965.4221142561 6173417.31051214, 728965.6223561 6173416.74522955, 728996.942842977 6173329.79027833, 728997.04765154 6173329.49822557, 729023.99192448 6173248.13419879, 729029.5915697 6173230.34403751, 729033.086175061 6173219.23367184, 729036.4037792691 6173208.68476335, 729068.490586052 6173110.88436454, 729226.6818225421 6172773.90610806, 729238.748218666 6172742.57618051, 729239.028699675 6172741.84841244, 729263.510875994 6172670.71119455))",50,Amager Strandvej,1010120000000,0,2974,100,"5,00"
tungvognsnet.55,"MULTILINESTRING ((727995.8472161429 6175352.65393175, 728017.04636913 6175357.49655678, 728277.757393698 6175415.44083124, 728278.419653609 6175415.58802176, 728326.510663413 6175425.8159373, 728362.515649392 6175433.66420042, 728381.9315952681 6175438.32955193, 728397.0523264911 6175443.62434314, 728413.487301433 6175450.45372322, 728427.5905967889 6175459.44595305, 728438.553591892 6175468.13404359, 728447.822523358 6175476.78966713, 728457.0627887851 6175486.89632565, 728467.223289304 6175499.44116678, 728478.478096842 6175517.81703273, 728484.238334902 6175529.67469456, 728488.996234378 6175542.69304292, 728493.138027748 6175557.62801808, 728495.7682640341 6175570.98949159, 728495.893134264 6175573.47998847, 728495.88559018 6175573.83187755, 728495.485285528 6175592.50380858, 728492.710451051 6175607.78033295, 728485.864335136 6175628.90987719, 728475.470229154 6175654.42016472, 728466.665577924 6175674.52260211, 728464.0774414011 6175681.17044167))",51,Prøvestensbroen,1015658000000,0,696,100,"5,00"
tungvognsnet.56,"MULTILINESTRING ((727573.43928153 6175162.23767222, 727645.723952058 6175194.93315708, 727646.552878831 6175195.30867984, 727721.890013344 6175227.97076233, 727722.101299512 6175228.06197205, 727782.768669674 6175254.3636776, 727846.461681439 6175281.97712686, 727941.2160469979 6175323.05692194, 727941.85880746 6175323.33572952, 727944.4338296681 6175324.4520389, 727969.751539565 6175337.9615589, 727973.654824549 6175339.80139623, 727995.35092554 6175352.36596301))",52,Prags Boulevard,1015588820000,1050,1513,100,"5,00"
tungvognsnet.57,"MULTILINESTRING ((726652.483128292 6175052.96809101, 726669.0892783429 6175064.11951298, 726669.371648733 6175064.30916578, 726722.380430049 6175099.90435889, 726756.8045303731 6175122.33723278, 726799.5560118541 6175146.49325252, 726845.2051026521 6175167.8933787, 726877.468422161 6175179.88935861, 726881.9015929541 6175181.79567568, 726924.500055283 6175194.40399614, 726966.242870565 6175203.9891933, 726993.362108501 6175208.23644688, 727020.32638779 6175211.263144, 727050.879642937 6175213.96057911, 727085.398951345 6175215.06668365, 727085.538914623 6175215.07144945, 727176.482081555 6175207.73531115, 727473.2127361309 6175172.25131052, 727532.780740642 6175165.17419151, 727534.6659076731 6175164.95021971, 727551.5417604131 6175162.94524338, 727552.24069196 6175162.86201089, 727572.516652137 6175162.0015022))",53,Uplandsgade,1017856000000,415,1376,100,"5,00"
tungvognsnet.58,"MULTILINESTRING ((726183.667156712 6175090.48180155, 726206.6923273121 6175097.37825607, 726213.998561481 6175098.73207639, 726228.4160422931 6175101.33382414, 726235.28915723 6175101.97580439, 726241.92514743 6175102.77116424, 726258.776103196 6175103.52521858, 726268.492648716 6175103.34301394, 726287.655288564 6175101.47665677, 726399.967795755 6175087.86193649, 726405.115792924 6175087.23383736, 726413.096368912 6175086.26077656, 726415.178855941 6175086.00686173, 726415.279900188 6175085.99454155, 726420.186712119 6175085.3961918, 726563.090006066 6175068.13577077, 726576.172052521 6175066.55566928, 726587.386602597 6175065.20061627, 726631.480499936 6175057.55931717, 726651.6714023671 6175052.71294217, 726651.778088126 6175052.70293598))",54,Vermlands Gade,1018176000000,0,473,100,"5,00"
tungvognsnet.59,"MULTILINESTRING ((726154.072889529 6175072.47920203, 726154.544977539 6175071.69865394, 726156.143459662 6175069.0356431, 726170.55850651 6175045.02059143, 726171.069844261 6175044.16973525))",55,Christmas Møllers Plads,1011160300000,95,128,,"5,00"
tungvognsnet.60,"MULTILINESTRING ((726154.544977539 6175071.69865394, 726183.1174567849 6175090.12725752))",56,Christmas Møllers Plads,1011160310000,0,34,,"5,00"
tungvognsnet.61,"MULTILINESTRING ((726101.303779963 6175029.50479939, 726101.8174765011 6175030.03715785, 726111.958579492 6175040.54185288), (726101.303779963 6175029.50479939, 726100.015597818 6175028.17082422, 726007.1781886381 6174999.49506643, 726007.0349963771 6174999.45122125, 725989.053637171 6174993.78287297, 725976.051296164 6174989.68447471, 725828.789855886 6174941.74559169, 725807.901390653 6174931.07830327, 725794.320083705 6174925.50600558))",57,Ved Stadsgraven,1018096000000,0,340,,"5,00"
tungvognsnet.62,"MULTILINESTRING ((726112.418592494 6175041.01844218, 726115.017823686 6175043.71133512, 726154.402183308 6175071.59754806))",58,Christmas Møllers Plads,1011160320000,16,68,,"5,00"
tungvognsnet.63,"MULTILINESTRING ((725138.652642873 6175116.8548141, 725203.614229053 6175065.17294232, 725203.888637297 6175064.95527395, 725219.256763476 6175052.70184371, 725250.60015526 6175032.01122823, 725260.284136739 6175025.27326761, 725281.223944252 6175010.70368049, 725300.7612229061 6175005.92155679, 725558.371042767 6174942.86309741, 725623.298885594 6174931.83973731, 725623.39726222 6174931.822673, 725630.8111146941 6174930.56356105, 725643.187614192 6174930.13277375, 725677.5511359371 6174928.93483264, 725794.044212944 6174925.4755803))",59,Amager Boulevard,1010104000000,0,700,100,"5,00"
tungvognsnet.64,"MULTILINESTRING ((721568.507604629 6177960.55314618, 721556.926191475 6177958.80597122, 721544.029660124 6177956.8603973, 721543.800254249 6177956.82585113, 721447.490956664 6177942.29372169, 721419.2894913481 6177938.03839803, 721390.8000155711 6177933.30665343, 721389.87270899 6177933.15227138, 721375.276992423 6177930.72794204, 721331.536020793 6177923.85202034, 721330.5776355731 6177923.70102558, 721253.4390900141 6177911.85229475, 721165.455302441 6177898.3386425, 721165.2378770959 6177898.30533364, 721077.408950738 6177885.25892955, 721076.459368851 6177885.11811292, 721072.720993351 6177884.60905175, 721063.910414529 6177883.40450308, 721053.295952814 6177881.75414126, 721044.714080925 6177880.4170612, 721034.705999242 6177878.70865894, 721023.378568804 6177876.63804949, 720985.974651049 6177868.41784792, 720985.935809463 6177868.4090771, 720979.79385064 6177867.0732085, 720971.0747471381 6177864.98613159, 720960.0699991761 6177862.07757947, 720947.360664999 6177858.71017175, 720934.812923799 6177855.06285052, 720922.111971322 6177851.27144742, 720908.638638864 6177847.1806692, 720895.1727072741 6177842.66487562, 720882.948153226 6177838.4577284, 720871.6565922981 6177834.2690235, 720857.121258512 6177828.74071534, 720839.862927019 6177821.7930639, 720831.1647371791 6177818.04076863, 720830.659852441 6177817.82270965, 720775.000032158 6177793.80879665, 720749.499515838 6177782.61167825, 720749.206949422 6177782.4828485, 720735.054205806 6177776.2684413, 720676.2341512439 6177750.4408199, 720676.18852718 6177750.42091086, 720655.17182208 6177741.19314377, 720624.643461038 6177723.85913018))",98,Hillerødgade,1012888800000,781,1761,100,"5,00"
tungvognsnet.65,"MULTILINESTRING ((722345.886945917 6177305.29504759, 722339.3015238211 6177312.1215878, 722302.4207901361 6177350.35876236, 722274.0911401709 6177379.29426584, 722256.967155618 6177403.65838206, 722249.306904918 6177418.19966766, 722239.483069125 6177444.16762865, 722233.205950128 6177461.51332385, 722230.3906366361 6177475.08995522, 722225.674479388 6177498.59287192, 722222.9260513671 6177525.84311496, 722221.862296381 6177560.3304428, 722220.780258351 6177592.95868982, 722219.4906200949 6177613.97134028, 722216.760169958 6177634.1361951, 722213.787319329 6177651.83630647, 722208.414269073 6177673.04235064, 722202.511214989 6177691.50486057, 722194.8449959849 6177710.75083568, 722185.107346377 6177731.59750079, 722173.653093764 6177750.7705996, 722168.3415337229 6177758.18551938, 722160.730200914 6177769.13736665, 722160.637190539 6177769.26790193, 722155.738862067 6177776.14245423, 722143.578026363 6177790.52273433, 722126.1521086 6177808.39733296, 722117.0118918091 6177816.47885845, 722107.0174111921 6177825.11371801, 722087.936040516 6177839.13211148, 722070.904780284 6177849.59163554, 722050.4095108 6177859.98368712, 722037.919123902 6177866.03422794, 722018.47707477 6177873.2978792, 721995.5809319849 6177880.04307982, 721971.235353759 6177884.95993415, 721945.433446276 6177888.49848007, 721915.6834297271 6177891.50981112, 721878.009570524 6177894.81368674, 721829.635376088 6177898.73651676, 721684.211148497 6177910.52946366, 721655.712386107 6177914.87002285, 721644.9097157511 6177917.64221946))",99,Bispeengbuen,1010542000000,0,1073,100,"4,60"
tungvognsnet.66,"MULTILINESTRING ((721828.756533919 6177898.80778507, 721684.211148497 6177910.52946366, 721655.712386107 6177914.87002285, 721644.9097157511 6177917.64221946))",100,Bispeengbuen,1010542000000,888,1073,100,"4,60"
tungvognsnet.67,"MULTILINESTRING ((721644.4449077451 6177917.76149915, 721629.6853724751 6177921.54931968, 721609.711202372 6177931.29039104, 721570.2003944261 6177960.47190044, 721569.862515728 6177960.7220814))",101,Borups Allé,1010760820000,715,802,100,"4,60"
tungvognsnet.68,"MULTILINESTRING ((722852.385014402 6176846.22627145, 722852.13681406 6176846.43996419, 722837.013144742 6176859.13414928, 722828.0255350791 6176866.98566165, 722823.0941007329 6176871.61804765, 722817.8115348341 6176875.69328001, 722813.267011878 6176879.12284047, 722809.09418414 6176882.11957494, 722804.3108150981 6176885.43537254, 722802.377614218 6176886.57162533, 722801.921120316 6176886.84071224, 722800.148836386 6176887.88310732, 722795.865877419 6176890.32745078, 722791.096724738 6176892.87322904, 722786.5386389571 6176895.11605881, 722784.86672241 6176895.93935118, 722778.738249716 6176898.87942978, 722721.6816574751 6176925.62369956, 722707.752996451 6176932.31714529, 722705.192507841 6176933.65808486, 722705.086361659 6176933.71400972, 722698.459199658 6176937.18544141, 722689.360122766 6176942.2236499, 722687.221894993 6176943.40787001, 722678.304221838 6176948.63173381, 722672.862057023 6176952.53174085, 722652.0740890781 6176967.35683946, 722651.715911569 6176967.61186281, 722637.3273409421 6176977.68353153, 722635.9588956931 6176978.64086995, 722629.719261654 6176982.90326236, 722594.537738719 6177015.24081281, 722593.88258544 6177015.84310413, 722585.81357319 6177023.9541751, 722569.719667414 6177045.29320974, 722561.571151181 6177057.84465674, 722553.422634597 6177070.39610287, 722541.9409546481 6177089.42243982, 722524.530865479 6177116.96930543, 722521.508127448 6177121.7054279, 722517.927714434 6177127.37589569, 722512.972382527 6177135.03997467, 722506.4814791849 6177143.96820763, 722498.639608757 6177153.67805402, 722490.4507224971 6177162.97688466, 722481.5431016841 6177172.45058327, 722473.514574313 6177180.31702484, 722467.0649778111 6177186.75010303, 722416.9852516929 6177236.16689269, 722413.002976223 6177240.05072417, 722412.652079444 6177240.39292448, 722400.114653062 6177252.61997319, 722383.773468908 6177268.55631027, 722354.61663791 6177296.11795927, 722348.672922157 6177302.36626522))",102,Ågade,1018648000000,0,690,80,"4,50"
tungvognsnet.69,"MULTILINESTRING ((723653.126838103 6176442.83242625, 723645.348190455 6176450.60783299, 723645.284905812 6176450.67160802, 723620.125698062 6176476.30371647, 723618.024573705 6176478.44505467, 723617.35177865 6176479.13003418, 723593.866614311 6176503.78081828, 723593.1831869051 6176504.49760012, 723592.486482809 6176505.22812511, 723589.033614519 6176508.84834271, 723578.307838846 6176519.91282217, 723570.411733676 6176528.11407089, 723568.212696497 6176530.4515511, 723561.4684030319 6176537.62214625, 723556.650917812 6176542.917065, 723555.997490525 6176543.63443944, 723553.556556188 6176546.31627633, 723544.325369926 6176556.92509635, 723537.025162678 6176565.95343816, 723532.865818237 6176571.25435852, 723529.354035118 6176575.7297461, 723523.86369197 6176583.28225825, 723518.3595441619 6176591.48275165, 723513.8245869131 6176598.73101573, 723511.372933913 6176603.17032951, 723505.757877632 6176613.33840327, 723503.751324001 6176617.40343781, 723484.593576351 6176652.87584735, 723482.1535243171 6176656.06990065, 723478.0543082741 6176660.39146709, 723469.637549825 6176669.16094014, 723462.006130564 6176676.09933636, 723453.338356291 6176684.23254425, 723433.5971742349 6176699.2361273, 723414.9043507751 6176712.43748729, 723401.158825943 6176721.28054212, 723393.368947829 6176725.98776835, 723383.983316411 6176729.44816788, 723377.245797417 6176732.15070383, 723367.639986254 6176734.44133784, 723355.08856161 6176736.16890885, 723344.540124717 6176736.97319687, 723327.90559051 6176738.26485895, 723292.2308937759 6176739.58535198, 723262.630295763 6176741.02587904, 723261.105771074 6176741.29957459, 723245.805300635 6176741.70613096, 723227.5630185731 6176742.35837474, 723208.9518069561 6176741.1803916, 723180.780510565 6176742.04151789, 723170.434551505 6176742.84980621, 723139.396677161 6176745.27467076, 723111.034922625 6176745.52438724, 723093.185587891 6176746.79204054, 723080.608466196 6176747.75878499, 723054.6603503111 6176748.86639194, 723033.984447951 6176749.6730901, 722996.66603578 6176752.17638584, 722976.736001724 6176756.23859516, 722959.383517372 6176765.16707896, 722941.375634887 6176774.50777535, 722930.408161871 6176781.40181063, 722923.737562659 6176785.90679503, 722923.173815762 6176786.28780722, 722921.79082401 6176787.22185153, 722914.778929658 6176792.49439282, 722910.025691139 6176796.36100373, 722904.619259981 6176801.08504539, 722895.536847001 6176808.9246849, 722895.0972385909 6176809.30114749, 722884.401067803 6176818.46342316, 722866.36753119 6176834.18130743, 722865.794432788 6176834.68118099, 722853.022747256 6176845.67720338))",103,Åboulevard,1018636000000,0,961,100,"4,50"
tungvognsnet.70,"MULTILINESTRING ((724035.002038695 6176187.9835826, 724028.9759270509 6176194.67350456, 724022.581153106 6176201.77399972, 724003.052559089 6176220.95584665, 723982.5508862911 6176236.83116612, 723959.7035676551 6176250.61632779, 723912.748022879 6176276.23296752, 723912.264626038 6176276.49652339, 723904.2000682921 6176281.42617568, 723827.393417004 6176328.37358162, 723827.231400748 6176328.47242038, 723818.8503065159 6176333.57488477, 723680.449516408 6176417.82729104, 723680.235867687 6176417.95712198, 723673.0645386771 6176424.56406724, 723653.946117528 6176442.17852082))",104,Gyldenløvesgade,1012452000000,16,476,100,"5,00"
tungvognsnet.71,"MULTILINESTRING ((724035.610017451 6176187.30863154, 724035.663460142 6176187.2366587, 724044.6513305231 6176175.22144043, 724070.045924471 6176141.27161732, 724092.421009295 6176111.03361373, 724098.37015472 6176102.99394135, 724098.530502522 6176102.77702273, 724125.071406846 6176066.90715145))",105,H. C. Andersens Boulevard,1010148000000,0,150,,"5,00"
tungvognsnet.72,"MULTILINESTRING ((725306.630153426 6177758.87604663, 725297.841010709 6177766.95462207, 725297.406941592 6177767.35420555, 725297.0513557531 6177767.6803103, 725287.8278410931 6177775.46518513, 725241.4195277251 6177814.21873701, 725240.88244945 6177814.6673046, 725231.438857787 6177822.55286753, 725118.869822275 6177916.55486624, 725008.3139221971 6178008.87577429, 725007.644029279 6178009.43517566, 724995.0874855439 6178019.92065422, 724982.7370711319 6178047.42658896, 724982.368701108 6178048.24763765, 724977.41157545 6178059.28809077, 724973.723855 6178067.49949805, 724973.494673128 6178068.01017318, 724968.397319017 6178079.36297918, 724964.14743303 6178088.82799013))",106,Dag Hammerskjölds Allé,1011204000000,0,482,100,"4,80"
tungvognsnet.73,"MULTILINESTRING ((725517.994310548 6177565.77275737, 725511.875508082 6177573.68604012, 725511.753324525 6177573.84468973, 725502.570638197 6177593.24929433, 725491.6759723941 6177604.88362457, 725444.886916296 6177642.55487083, 725397.269027265 6177681.66697489, 725396.62975376 6177682.2245676, 725390.308929217 6177687.50279607, 725388.8360279009 6177688.73318754, 725388.782118081 6177688.7781404, 725324.352089265 6177742.58767964, 725314.77533097 6177751.38998417, 725306.914558531 6177758.61476764))",107,Oslo Plads,1015320300000,0,288,,"4,80"
tungvognsnet.74,"MULTILINESTRING ((724691.873970922 6180318.597527, 724689.695681922 6180334.45277114, 724689.01547135 6180339.40729476, 724688.999117935 6180339.5260187, 724680.921818163 6180399.22308158, 724679.386921131 6180410.77133082, 724678.727649894 6180415.72926936, 724678.714691984 6180415.82805248, 724674.26863049 6180449.28046101, 724671.140760072 6180473.84639444, 724669.1141961 6180490.12280311, 724668.619522759 6180494.09260234, 724668.580233638 6180494.40995181, 724662.172381676 6180545.87073489, 724659.346237562 6180568.53387451, 724658.850562957 6180572.50365364, 724658.755413445 6180573.26807651, 724654.653685393 6180606.15306175, 724652.1863294471 6180651.44529255, 724653.269031179 6180718.40532731, 724653.501302909 6180731.19400549, 724653.574254735 6180735.1940386, 724653.582761828 6180735.67439783, 724653.895554892 6180752.855069, 724654.402695592 6180780.71074362, 724654.5825385359 6180790.58900399, 724654.8530126329 6180805.52538021, 724655.123485813 6180820.46175647, 724656.440670658 6180893.20155243, 724656.512444698 6180897.19183021))",108,Strandvejen,1017004000000,0,581,100,"5,00"
tungvognsnet.75,"MULTILINESTRING ((721879.857349361 6178635.40813969, 721874.9950227779 6178638.53384571, 721874.750821181 6178638.69108036, 721844.250591326 6178658.29688508, 721830.159812567 6178667.47295513, 721815.6074455209 6178675.55648103, 721814.829612 6178675.98827556, 721786.256927038 6178691.85972493, 721767.413218405 6178704.17807108, 721754.834447184 6178712.21957955, 721754.042131211 6178712.72611643, 721689.770166186 6178753.41859692, 721689.635427124 6178753.50396696, 721668.148181083 6178767.8728482, 721667.724410478 6178768.15658246, 721658.359936825 6178774.22184744, 721643.905873728 6178783.50676546, 721629.496198147 6178792.82357182, 721629.0675659911 6178793.10020719, 721607.745927022 6178806.88512942, 721571.199269148 6178830.44391286, 721563.934235304 6178835.111127, 721563.3364096909 6178835.49545981, 721516.9424533561 6178865.3040206, 721493.74939251 6178880.18736592, 721455.137554381 6178905.081824, 721420.018830723 6178924.03664612, 721391.473495307 6178935.09348692, 721353.501054004 6178950.05922042, 721254.676053592 6178980.99198795, 721251.908460179 6178981.85825968))",109,Frederikssundsvej,1011964000000,415,1136,100,"5,00"
tungvognsnet.76,"MULTILINESTRING ((720584.788323226 6177685.14517984, 720576.275210367 6177676.68576217, 720576.227139744 6177676.63779415, 720543.605123565 6177644.22293258, 720507.598672768 6177609.58836815, 720507.022410259 6177609.03377189, 720498.6974415111 6177601.02624867, 720479.051058223 6177585.48217955, 720477.8526443 6177584.41709736, 720477.1870744211 6177583.82572276, 720450.9369515381 6177560.49822896, 720450.854355595 6177560.42556949, 720448.940241963 6177558.72410559, 720425.3020377391 6177539.95595175, 720423.612885987 6177538.61506965, 720423.3233159861 6177538.38526129, 720413.746921298 6177530.78017095, 720400.68751296 6177520.5272616, 720394.529833499 6177515.74524199))",110,Sallingvej,1016184000000,0,255,100,"5,00"
tungvognsnet.77,"MULTILINESTRING ((724942.608127902 6175273.53800366, 725137.899375021 6175117.45684273))",60,Langebro,1014138000000,0,250,,"5,00"
tungvognsnet.78,"MULTILINESTRING ((723796.736069968 6177367.2990245, 723798.37039183 6177373.64281077, 723804.349838489 6177396.06277208, 723808.0553226471 6177405.37564733, 723815.162143806 6177423.23750774))",83,Sankt Hans Torv,1016248300000,0,59,100,"5,00"
