FID,id,vejkode,vejnavn,park_id,bydel,stativ_type,stativ_placering,stativ_udformning,cykler_retning,antal_pladser,stativ_tilstand,stativ_foto,bemaerkning,reg_metode,reg_dato,rettet_dato,budget,projekt,faerdigmelding,projektbeskrivelse,stativ_fjernet,wkb_geometry
cykelstativ.3349,2565,5368,Overgaden oven Vandet,0,Indre By,NO,På plads,Enkeltsidet,Vinkelret,15,Ikke registreret,,,Indmålt med GPS,,2018-08-09T11:04:28.195,,,,,2,POINT (725804.610198936 6175449.81536277)
cykelstativ.3350,6747,5368,Overgaden oven Vandet,0,Indre By,NO,På plads,Enkeltsidet,Vinkelret,15,Ikke registreret,,,Digitaliseret manuelt,2017-02-08T13:13:36.399,2018-08-09T11:04:28.195,,,,,2,POINT (725805.3147666303 6175443.916454391)
cykelstativ.3351,2561,5368,Overgaden oven Vandet,0,Indre By,NO,På gadeareal,Enkeltsidet,Vinkelret,15,Ikke registreret,,,Indmålt med GPS,,2018-08-09T11:04:28.195,,,,,2,POINT (726144.6934297765 6175867.959983531)
cykelstativ.3352,2560,5368,Overgaden oven Vandet,0,Indre By,NO,På gadeareal,Enkeltsidet,Vinkelret,10,Ikke registreret,,,Indmålt med GPS,,2018-08-09T11:04:28.195,,,,,2,POINT (726158.461014404 6175884.7227323)
cykelstativ.3353,2559,5368,Overgaden oven Vandet,0,Indre By,NO,På gadeareal,Enkeltsidet,Vinkelret,5,Ikke registreret,,,Indmålt med GPS,,2018-08-09T11:04:28.195,,,,,2,POINT (726171.9774456103 6175905.032626452)
cykelstativ.3354,6867,5368,Overgaden oven Vandet,,Indre By,Ikke registreret,Ikke registreret,Ikke registreret,Ikke registreret,18,Ikke registreret,,,Digitaliseret manuelt,2017-02-10T16:40:10.074,2018-08-09T11:04:28.195,2013,fase1,,Bedre Cykelparkering,2,POINT (726075.3834848668 6175793.748611671)
cykelstativ.3355,4791,5368,Overgaden oven Vandet,0,Indre By,Andet,På gadeareal,Enkeltsidet,Vinkelret,10,Ikke registreret,,,Indmålt med GPS,,2018-08-09T11:04:28.195,,,,,2,POINT (725603.403184095 6175223.26677683)
cykelstativ.3356,7162,5368,Overgaden oven Vandet,,Indre By,Ikke registreret,Ikke registreret,Ikke registreret,Ikke registreret,10,Ikke registreret,,,Digitaliseret manuelt,2017-02-13T12:08:50.971,2018-08-09T11:04:28.195,2013,fase2,,Bedre Cykelparkering,2,POINT (725780.5962931511 6175431.959937616)
cykelstativ.3357,666,5368,Overgaden oven Vandet,0,Indre By,NO,På gadeareal,Enkeltsidet,Vinkelret,10,Ikke registreret,,,Indmålt med GPS,2001-07-13T00:00:00,2018-08-09T11:04:28.195,,,,,2,
cykelstativ.3358,667,5368,Overgaden oven Vandet,0,Indre By,NO,Tæt på facade,Enkeltsidet,Vinkelret,10,Ikke registreret,,,Ikke registreret,2009-06-01T00:00:00,2018-08-09T11:04:28.195,,,,,2,POINT (725796.107186041 6175434.25834214)
cykelstativ.3359,664,5368,Overgaden oven Vandet,0,Indre By,Model 32,På gadeareal,Enkeltsidet,Vinkelret,8,Ikke registreret,,,Indmålt med GPS,2001-07-13T00:00:00,2018-08-09T11:04:28.195,,,,,2,POINT (725705.838957522 6175344.38835454)
cykelstativ.3360,706,5368,Overgaden oven Vandet,0,Indre By,NO,På gadeareal,Enkeltsidet,Skråt 45 grader,16,Ikke registreret,,,Ikke registreret,2009-06-01T00:00:00,2018-08-09T11:04:28.195,,,,,2,POINT (725840.901912248 6175504.32380452)
cykelstativ.3361,6701,5368,Overgaden oven Vandet,,Indre By,Ikke registreret,På fortov,Enkeltsidet,Ikke registreret,18,Ikke registreret,,,Digitaliseret manuelt,2017-02-08T10:34:53.063,2018-08-09T11:04:28.195,,,,,2,
cykelstativ.3362,2564,5368,Overgaden oven Vandet,0,Indre By,NO,På plads,Enkeltsidet,Vinkelret,15,Ikke registreret,,,Indmålt med GPS,,2018-08-09T11:04:28.195,,,,,2,POINT (725801.801819311 6175447.03907423)
cykelstativ.3363,7192,5400,Palnatokesgade,,Vesterbro-Kongens Enghave,Ikke registreret,Ikke registreret,Ikke registreret,Ikke registreret,10,Ikke registreret,,,Digitaliseret manuelt,2017-02-13T12:08:50.971,2018-08-09T11:04:28.195,2013,fase2,,Bedre Cykelparkering,2,POINT (722898.9858842656 6174365.359748638)
cykelstativ.3364,7785,5404,Palægade,,Indre By,Noli,På gadeareal,Enkeltsidet,Vinkelret,10,Ikke registreret,,,Digitaliseret manuelt,2018-07-06T14:14:18.681,2018-08-09T11:04:28.195,,fase 3,,,2,POINT (725444.1933173076 6176545.824583333)
cykelstativ.3365,2054,5424,Parmagade,0,Amager Øst,Model 32,På fortovsudvidelse,Enkeltsidet,Vinkelret,1,Ikke registreret,,,Indmålt med GPS,2001-08-22T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (727315.685432418 6173370.28116626)
cykelstativ.3366,2045,5424,Parmagade,0,Amager Øst,Model 32,På fortovsudvidelse,Enkeltsidet,Vinkelret,1,Ikke registreret,,,Indmålt med GPS,2001-08-22T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (727367.6099455489 6173389.86259795)
cykelstativ.3367,2044,5424,Parmagade,0,Amager Øst,Model 32,På fortovsudvidelse,Enkeltsidet,Vinkelret,1,Ikke registreret,,,Indmålt med GPS,2001-08-22T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (727367.548883775 6173388.75932904)
cykelstativ.3368,2043,5424,Parmagade,0,Amager Øst,Model 32,På fortovsudvidelse,Enkeltsidet,Vinkelret,1,Ikke registreret,,,Indmålt med GPS,2001-08-22T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (727355.713691839 6173385.07990865)
cykelstativ.3369,2042,5424,Parmagade,0,Amager Øst,Model 32,På fortovsudvidelse,Enkeltsidet,Vinkelret,1,Ikke registreret,,,Indmålt med GPS,2001-08-22T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (727355.746912329 6173383.42667979)
cykelstativ.3370,2033,5424,Parmagade,0,Amager Øst,Model 32,På fortovsudvidelse,Enkeltsidet,Vinkelret,1,Ikke registreret,,,Indmålt med GPS,2001-08-22T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (727342.314419967 6173379.95706205)
cykelstativ.3371,2032,5424,Parmagade,0,Amager Øst,Model 32,På fortovsudvidelse,Enkeltsidet,Vinkelret,1,Ikke registreret,,,Indmålt med GPS,2001-08-22T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (727343.106112512 6173379.24338421)
cykelstativ.3372,2053,5424,Parmagade,0,Amager Øst,Model 32,På fortovsudvidelse,Enkeltsidet,Vinkelret,1,Ikke registreret,,,Indmålt med GPS,2001-08-22T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (727316.694590913 6173369.18758198)
cykelstativ.3373,2051,5424,Parmagade,0,Amager Øst,Model 32,På fortovsudvidelse,Enkeltsidet,Vinkelret,1,Ikke registreret,,,Indmålt med GPS,2001-08-22T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (727330.641053593 6173374.46383508)
cykelstativ.3374,2052,5424,Parmagade,0,Amager Øst,Model 32,På fortovsudvidelse,Enkeltsidet,Vinkelret,1,Ikke registreret,,,Indmålt med GPS,2001-08-22T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (727329.785333301 6173375.29244121)
cykelstativ.3375,3046,5440,Peblinge Dossering,0,Nørrebro,NO,På fortov,Enkeltsidet,Vinkelret,15,Ikke registreret,,,Digitaliseret manuelt,,2018-08-09T11:04:28.195,,,,,2,POINT (723872.209104759 6176919.10631539)
cykelstativ.3376,3047,5440,Peblinge Dossering,0,Nørrebro,NO,På fortov,Enkeltsidet,Vinkelret,5,Ikke registreret,,,Digitaliseret manuelt,,2018-08-09T11:04:28.195,,,,,2,POINT (723880.480802073 6176934.12533925)
cykelstativ.3377,1320,5440,Peblinge Dossering,0,Nørrebro,NO,På fortov,Enkeltsidet,Vinkelret,10,Ikke registreret,,,Ikke registreret,2009-06-01T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (723878.974103144 6176928.8285115)
cykelstativ.3378,311,5448,Peder Hvitfeldts Stræde,0,Indre By,NO,På gadeareal,Enkeltsidet,Vinkelret,10,Ikke registreret, ,,Ikke registreret,2001-07-13T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (724698.385626715 6176376.45072327)
cykelstativ.3379,1894,5452,Peder Lykkes Vej,0,Amager Vest,Andet,På facade,Enkeltsidet,Vinkelret,9,Ikke registreret,,,Indmålt med GPS,2001-07-27T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (726620.019567173 6173425.79183416)
cykelstativ.3380,1895,5452,Peder Lykkes Vej,0,Amager Vest,NO,På fortovsudvidelse,Dobbeltsidet,Vinkelret,10,Ikke registreret,,,Indmålt med GPS,2001-07-27T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (726525.511883188 6173499.83322741)
cykelstativ.3381,1896,5452,Peder Lykkes Vej,0,Amager Vest,NO,På fortovsudvidelse,Dobbeltsidet,Vinkelret,10,Ikke registreret,,,Indmålt med GPS,2001-07-27T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (726514.498092344 6173503.84745851)
cykelstativ.3382,1893,5452,Peder Lykkes Vej,0,Amager Vest,Andet,På facade,Enkeltsidet,Vinkelret,9,Ikke registreret,,,Indmålt med GPS,2001-07-27T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (726616.8260200431 6173428.05611308)
cykelstativ.3383,1892,5452,Peder Lykkes Vej,0,Amager Vest,NO,På fortovsudvidelse,Dobbeltsidet,Vinkelret,10,Ikke registreret,,,Indmålt med GPS,2001-07-27T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (726603.908076601 6173474.60662198)
cykelstativ.3384,1891,5452,Peder Lykkes Vej,0,Amager Vest,NO,På fortovsudvidelse,Dobbeltsidet,Vinkelret,10,Ikke registreret,,,Indmålt med GPS,2001-07-27T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (726616.840440979 6173470.38407333)
cykelstativ.3385,1890,5452,Peder Lykkes Vej,0,Amager Vest,NO,På fortovsudvidelse,Dobbeltsidet,Vinkelret,10,Ikke registreret,,,Indmålt med GPS,2001-07-27T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (726629.625369608 6173466.34481953)
cykelstativ.3386,1774,5452,Peder Lykkes Vej,0,Amager Vest,NO,På fortovsudvidelse,Enkeltsidet,Vinkelret,10,Ikke registreret,,,Indmålt med GPS,2001-08-09T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (727169.5533186711 6173391.00723664)
cykelstativ.3387,2068,5452,Peder Lykkes Vej,0,Amager Vest,Andet,På facade,Enkeltsidet,Skråt 45 grader,9,Ikke registreret,,,Indmålt med GPS,2001-07-27T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (726572.9556923241 6173440.54522286)
cykelstativ.3388,2768,5452,Peder Lykkes Vej,0,Amager Vest,NO,På fortovsudvidelse,Dobbeltsidet,Vinkelret,10,Ikke registreret,,,Indmålt med GPS,,2018-08-09T11:04:28.195,,,,,2,POINT (726577.9763379779 6173484.35897856)
cykelstativ.3389,7266,5456,Peder Skrams Gade,,Indre By,Ikke registreret,Ikke registreret,Ikke registreret,Ikke registreret,9,Ikke registreret,,,Digitaliseret manuelt,2017-02-13T12:08:50.971,2018-08-09T11:04:28.195,2013,fase2,,Bedre Cykelparkering,2,POINT (725583.1582814868 6176215.498733023)
cykelstativ.3390,7267,5456,Peder Skrams Gade,,Indre By,Ikke registreret,Ikke registreret,Ikke registreret,Ikke registreret,5,Ikke registreret,,,Digitaliseret manuelt,2017-02-13T12:08:50.971,2018-08-09T11:04:28.195,2013,fase2,,Bedre Cykelparkering,2,POINT (725576.2759107099 6176211.101662808)
cykelstativ.3391,6637,5456,Peder Skrams Gade,0,Indre By,Noli,På gadeareal,Enkeltsidet,Ikke registreret,7,Ikke registreret,,2014-0234541,Digitaliseret manuelt,2017-02-06T11:19:02.837,2018-08-09T11:04:28.195,,,,,2,POINT (725619.4640089325 6176132.401102635)
cykelstativ.3392,6636,5456,Peder Skrams Gade,0,Indre By,Noli,På gadeareal,Enkeltsidet,Ikke registreret,12,Ikke registreret,,2014-0234541,Digitaliseret manuelt,2017-02-06T11:19:02.837,2018-08-09T11:04:28.195,,,,,2,
cykelstativ.3393,7158,5456,Peder Skrams Gade,,Indre By,Ikke registreret,Ikke registreret,Ikke registreret,Ikke registreret,7,Ikke registreret,,,Digitaliseret manuelt,2017-02-13T12:08:50.971,2018-08-09T11:04:28.195,2013,fase2,,Bedre Cykelparkering,2,POINT (725628.0370742589 6176111.880817392)
cykelstativ.3394,6865,5456,Peder Skrams Gade,,Indre By,Ikke registreret,Ikke registreret,Ikke registreret,Ikke registreret,12,Ikke registreret,,,Digitaliseret manuelt,2017-02-10T16:40:10.074,2018-08-09T11:04:28.195,2013,fase1,,Bedre Cykelparkering,2,POINT (725639.3946851577 6176085.154484142)
cykelstativ.3395,3742,5472,Per Henrik Lings Allé,0,Østerbro,NO,På plads,Rundt,Vinkelret,16,Ikke registreret,,,Digitaliseret manuelt,,2018-08-09T11:04:28.195,,,,,0,POINT (724402.005235091 6178901.12443973)
cykelstativ.3396,3743,5472,Per Henrik Lings Allé,0,Østerbro,NO,På plads,Rundt,Vinkelret,16,Ikke registreret,,,Digitaliseret manuelt,,2018-08-09T11:04:28.195,,,,,0,POINT (724408.795053916 6178911.04815276)
cykelstativ.3397,3744,5472,Per Henrik Lings Allé,0,Østerbro,NO,På plads,Rundt,Vinkelret,16,Ikke registreret,,,Digitaliseret manuelt,,2018-08-09T11:04:28.195,,,,,0,POINT (724395.6474526561 6178892.7177248)
cykelstativ.3398,3745,5472,Per Henrik Lings Allé,0,Østerbro,NO,På plads,Rundt,Vinkelret,16,Ikke registreret,,,Digitaliseret manuelt,,2018-08-09T11:04:28.195,,,,,0,POINT (724414.3582842529 6178919.22444041)
cykelstativ.3399,6814,5474,Per Knutzons Vej,,Indre By,Ikke registreret,På fortov,Dobbeltsidet,Ikke registreret,16,Ikke registreret,,,Digitaliseret manuelt,2017-02-09T13:10:45.041,2018-08-09T11:04:28.195,,,,,2,POINT (726681.5383271999 6176550.156305912)
cykelstativ.3400,6815,5474,Per Knutzons Vej,,Indre By,Ikke registreret,På fortov,Enkeltsidet,Ikke registreret,16,Ikke registreret,,,Digitaliseret manuelt,2017-02-09T13:10:45.041,2018-08-09T11:04:28.195,,,,,2,POINT (726659.753474757 6176558.890325095)
cykelstativ.3401,6813,5474,Per Knutzons Vej,,Indre By,Ikke registreret,På fortov,Enkeltsidet,Ikke registreret,16,Ikke registreret,,,Digitaliseret manuelt,2017-02-09T13:10:45.042,2018-08-09T11:04:28.195,,,,,2,POINT (726675.9164297952 6176552.364908464)
cykelstativ.3402,6812,5474,Per Knutzons Vej,,Indre By,Ikke registreret,På fortov,Dobbeltsidet,Ikke registreret,20,Ikke registreret,,,Digitaliseret manuelt,2017-02-09T12:26:45.698,2018-08-09T11:04:28.195,,,,,2,POINT (726765.1548707631 6176514.980950016)
cykelstativ.3403,1327,5492,Peter Fabers Gade,0,Nørrebro,NO,På fortovsudvidelse,Enkeltsidet,Skråt 45 grader,20,Ikke registreret,,,Digitaliseret manuelt,2002-07-08T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (723448.349671018 6177420.79801578)
cykelstativ.3404,1328,5492,Peter Fabers Gade,0,Nørrebro,NO,På fortovsudvidelse,Enkeltsidet,Skråt 45 grader,20,Ikke registreret,,,Indmålt med GPS,2001-07-08T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (723475.864216762 6177456.53581847)
cykelstativ.3405,3223,5492,Peter Fabers Gade,0,Nørrebro,NO,På fortovsudvidelse,Enkeltsidet,Skråt 45 grader,20,Ikke registreret,,,Digitaliseret manuelt,,2018-08-09T11:04:28.195,,,,,2,POINT (723498.835502118 6177487.00478985)
cykelstativ.3406,3224,5492,Peter Fabers Gade,0,Nørrebro,NO,På fortovsudvidelse,Enkeltsidet,Skråt 45 grader,20,Ikke registreret,,,Digitaliseret manuelt,,2018-08-09T11:04:28.195,,,,,2,POINT (723494.158843957 6177472.50088613)
cykelstativ.3407,3225,5492,Peter Fabers Gade,0,Nørrebro,NO,På fortovsudvidelse,Enkeltsidet,Skråt 45 grader,20,Ikke registreret,,,Digitaliseret manuelt,,2018-08-09T11:04:28.195,,,,,2,POINT (723432.243865401 6177392.68480564)
cykelstativ.3408,3628,5508,Petersborgvej,0,Østerbro,NO,På fortovsudvidelse,Enkeltsidet,Skråt 45 grader,6,Ikke registreret,,,Digitaliseret manuelt,,2018-08-09T11:04:28.195,,,,,0,POINT (724999.403343732 6178653.8972495)
cykelstativ.3409,3627,5508,Petersborgvej,0,Østerbro,NO,På fortovsudvidelse,Enkeltsidet,Vinkelret,5,Ikke registreret,,,Digitaliseret manuelt,,2018-08-09T11:04:28.195,,,,,0,POINT (725017.2935002791 6178664.62643321)
cykelstativ.3410,6816,5514,Philip de Langes Allé,,Indre By,Ikke registreret,På fortov,Enkeltsidet,Ikke registreret,20,Ikke registreret,,,Digitaliseret manuelt,2017-02-09T13:10:45.041,2018-08-09T11:04:28.195,,,,,2,POINT (726583.0547315938 6176481.187671681)
cykelstativ.3411,6817,5514,Philip de Langes Allé,,Indre By,Ikke registreret,Tæt på facade,Enkeltsidet,Ikke registreret,40,Ikke registreret,,,Digitaliseret manuelt,2017-02-09T13:10:45.041,2018-08-09T11:04:28.195,,,,,2,POINT (726531.6545267515 6176494.238504942)
cykelstativ.3412,6818,5514,Philip de Langes Allé,,Indre By,Ikke registreret,Tæt på facade,Enkeltsidet,Ikke registreret,30,Ikke registreret,,,Digitaliseret manuelt,2017-02-09T13:10:45.041,2018-08-09T11:04:28.195,,,,,2,POINT (726537.2764241562 6176520.540953513)
cykelstativ.3413,6819,5514,Philip de Langes Allé,,Indre By,Ikke registreret,Tæt på facade,Enkeltsidet,Ikke registreret,20,Ikke registreret,,,Digitaliseret manuelt,2017-02-09T13:10:45.041,2018-08-09T11:04:28.195,,,,,2,POINT (726730.8303205153 6176418.744454079)
cykelstativ.3414,6820,5514,Philip de Langes Allé,,Indre By,Ikke registreret,Tæt på facade,Dobbeltsidet,Ikke registreret,20,Ikke registreret,,,Digitaliseret manuelt,2017-02-09T13:10:45.041,2018-08-09T11:04:28.195,,,,,2,POINT (726736.2514358697 6176417.138197678)
cykelstativ.3415,6826,5514,Philip de Langes Allé,,Indre By,Ikke registreret,På plads,Enkeltsidet,Ikke registreret,8,Ikke registreret,,,Digitaliseret manuelt,2017-02-09T13:10:45.041,2018-08-09T11:04:28.195,,,,,2,POINT (726721.5943462077 6176379.591954296)
cykelstativ.3416,6827,5514,Philip de Langes Allé,,Indre By,Ikke registreret,På plads,Enkeltsidet,Ikke registreret,12,Ikke registreret,,,Digitaliseret manuelt,2017-02-09T13:10:45.041,2018-08-09T11:04:28.195,,,,,2,POINT (726705.9333462948 6176386.619326052)
cykelstativ.3417,6828,5514,Philip de Langes Allé,,Indre By,Ikke registreret,På plads,Enkeltsidet,Ikke registreret,12,Ikke registreret,,,Digitaliseret manuelt,2017-02-09T13:10:45.041,2018-08-09T11:04:28.195,,,,,2,POINT (726687.0598335793 6176392.8435696075)
cykelstativ.3418,6829,5514,Philip de Langes Allé,,Indre By,Ikke registreret,På plads,Enkeltsidet,Ikke registreret,30,Ikke registreret,,,Digitaliseret manuelt,2017-02-09T13:10:45.041,2018-08-09T11:04:28.195,,,,,2,POINT (726664.1706798605 6176401.075633664)
cykelstativ.3419,6830,5514,Philip de Langes Allé,,Indre By,Ikke registreret,På plads,Enkeltsidet,Ikke registreret,35,Ikke registreret,,,Digitaliseret manuelt,2017-02-09T13:10:45.041,2018-08-09T11:04:28.195,,,,,2,POINT (726629.8369492824 6176415.933505376)
cykelstativ.3420,517,5520,Pilestræde,0,Indre By,NO,På gadeareal,Enkeltsidet,Skråt 45 grader,10,Ikke registreret, ,,Ikke registreret,2009-06-01T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (725029.119642931 6176401.33472277)
cykelstativ.3421,7707,5520,Pilestræde,,,Noli,På gadeareal,Enkeltsidet,Vinkelret,20,Ikke registreret,,,Digitaliseret manuelt,2018-04-26T10:28:35.913,2018-08-09T11:04:28.195,,,,,2,POINT (725102.512259359 6176322.457472711)
cykelstativ.3422,7604,5520,Pilestræde,,Indre By,Noli,På gadeareal,Enkeltsidet,Vinkelret,25,Ikke registreret,,,Digitaliseret manuelt,2017-11-29T14:51:02.769,2018-08-09T11:04:28.195,2013,fase2,,,2,POINT (724862.9880382008 6176487.760663431)
cykelstativ.3423,5894,5520,Pilestræde,0,Indre By,Bycykelstativ,Ikke registreret,Ikke registreret,Ikke registreret,24,Ikke registreret,,,Digitaliseret manuelt,2015-08-26T13:59:58.188,2018-08-09T11:04:28.195,,,,,0,POINT (724870.657427905 6176480.722080411)
cykelstativ.3424,6861,5520,Pilestræde,,Indre By,Ikke registreret,Ikke registreret,Ikke registreret,Ikke registreret,20,Ikke registreret,,,Digitaliseret manuelt,2017-02-10T16:40:10.074,2018-08-09T11:04:28.195,2013,fase1,,Bedre Cykelparkering,2,POINT (725076.7430954347 6176372.0803223085)
cykelstativ.3425,2225,5520,Pilestræde,0,Indre By,NO,Tæt på facade,Enkeltsidet,Skråt 45 grader,18,Ikke registreret, ,,Ikke registreret,,2018-08-09T11:04:28.195,,,,,2,POINT (725114.806559697 6176276.97769184)
cykelstativ.3426,2226,5520,Pilestræde,0,Indre By,NO,Tæt på facade,Enkeltsidet,Skråt 45 grader,11,Ikke registreret, ,,Ikke registreret,,2018-08-09T11:04:28.195,,,,,2,POINT (725111.388877828 6176285.05588601)
cykelstativ.3427,513,5520,Pilestræde,0,Indre By,NO,På fortovsudvidelse,Enkeltsidet,Vinkelret,10,Ikke registreret, ,,Ikke registreret,2001-07-14T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (724874.742744369 6176478.89196771)
cykelstativ.3428,7736,5520,Pilestræde,,Indre By,Noli,På gadeareal,Enkeltsidet,Vinkelret,24,Ikke registreret,,,Digitaliseret manuelt,2018-07-05T15:48:24.97,2018-08-09T11:04:28.195,,Pulje,,,2,POINT (724935.4596296294 6176464.601481482)
cykelstativ.3429,7737,5520,Pilestræde,,Indre By,Noli,På gadeareal,Enkeltsidet,Vinkelret,24,Ikke registreret,,,Digitaliseret manuelt,2018-07-05T15:48:24.97,2018-08-09T11:04:28.195,,Pulje,,,2,POINT (724948.4225925924 6176456.576790124)
cykelstativ.3430,201,5520,Pilestræde,0,Indre By,NO,På fortovsudvidelse,Enkeltsidet,Skråt 45 grader,10,Ikke registreret, ,,Ikke registreret,2001-07-25T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (725060.802884462 6176374.71340953)
cykelstativ.3431,486,5520,Pilestræde,0,Indre By,NO,På fortov,Enkeltsidet,Skråt 45 grader,45,Ikke registreret, ,,Ikke registreret,2001-07-08T00:00:00,2018-08-09T11:04:28.195,,,,,2,POINT (724854.7911862581 6176515.46124156)
cykelstativ.3432,6355,5540,Pistolstræde,0,Indre By,NO,På facade,Enkeltsidet,Skråt 45 grader,6,Ikke registreret, ,,Ikke registreret,2017-01-24T17:04:32.604,2018-08-09T11:04:28.195,,,,,2,POINT (725218.0913761032 6176370.085807817)
cykelstativ.3433,6527,5552,Polititorvet,0,Indre By,Andet,På plads,Rundt,Ikke registreret,56,Ikke registreret, ,,Ikke registreret,2017-02-02T13:42:51.998,2018-08-09T11:04:28.195,,,,,2,POINT (724594.08431302 6175155.033941173)
cykelstativ.3434,6526,5552,Polititorvet,0,Indre By,Andet,På plads,Rundt,Ikke registreret,56,Ikke registreret, ,,Ikke registreret,2017-02-02T13:42:51.999,2018-08-09T11:04:28.195,,,,,2,POINT (724566.4949375929 6175182.837507331)
cykelstativ.3435,1303,5564,Poppelgade,0,Nørrebro,Model 32,På gadeareal,Enkeltsidet,Vinkelret,40,Ikke registreret,,,Indmålt med GPS,2001-07-07T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (723664.105613149 6177558.92496125)
cykelstativ.3436,7558,5584,Poul Ankers Gade,0,Indre By,Andet,På fortovsudvidelse,Enkeltsidet,Skråt 45 grader,10,Ikke registreret,,,Digitaliseret manuelt,2017-10-04T14:44:07.744,2018-08-09T11:04:28.195,,,,,2,POINT (725608.4503011812 6177349.334124747)
cykelstativ.3437,7557,5584,Poul Ankers Gade,0,Indre By,Andet,På fortovsudvidelse,Enkeltsidet,Skråt 45 grader,10,Ikke registreret,,,Digitaliseret manuelt,2017-10-04T14:44:07.745,2018-08-09T11:04:28.195,,,,,2,POINT (725646.8535995209 6177369.688875564)
cykelstativ.3438,7559,5584,Poul Ankers Gade,0,Indre By,Andet,På fortovsudvidelse,Enkeltsidet,Vinkelret,12,Ikke registreret,,,Digitaliseret manuelt,2017-10-04T14:44:07.744,2018-08-09T11:04:28.195,,,,,2,POINT (725633.317188879 6177345.022527283)
cykelstativ.3439,3749,5586,Poul Henningsens Plads,0,Østerbro,Model 32,Tæt på facade,Enkeltsidet,Vinkelret,8,Ikke registreret,,,Digitaliseret manuelt,,2018-08-09T11:04:28.195,,,,,0,POINT (724690.665374274 6179449.31908124)
cykelstativ.3440,3748,5586,Poul Henningsens Plads,0,Østerbro,Model 32,Tæt på facade,Enkeltsidet,Vinkelret,8,Ikke registreret,,,Digitaliseret manuelt,,2018-08-09T11:04:28.195,,,,,0,POINT (724690.665345215 6179437.80482129)
cykelstativ.3441,2024,5588,Prags Boulevard,0,Amager Øst,Smedemodel,På gadeareal,Dobbeltsidet,Vinkelret,20,Ikke registreret,,,Indmålt med GPS,2001-08-10T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (726463.260778685 6174642.41536121)
cykelstativ.3442,2025,5588,Prags Boulevard,0,Amager Øst,Smedemodel,På gadeareal,Enkeltsidet,Vinkelret,10,Ikke registreret,,,Indmålt med GPS,2001-08-10T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (726467.762196407 6174644.12384709)
cykelstativ.3443,2023,5588,Prags Boulevard,0,Amager Øst,Smedemodel,På gadeareal,Dobbeltsidet,Vinkelret,20,Ikke registreret,,,Indmålt med GPS,2001-08-10T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (726458.111800573 6174639.5761357)
cykelstativ.3444,2022,5588,Prags Boulevard,0,Amager Øst,Smedemodel,På gadeareal,Dobbeltsidet,Vinkelret,20,Ikke registreret,,,Indmålt med GPS,2001-08-10T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (726451.60929838 6174636.63497421)
cykelstativ.3445,2021,5588,Prags Boulevard,0,Amager Øst,Smedemodel,På gadeareal,Enkeltsidet,Vinkelret,10,Ikke registreret,,,Indmålt med GPS,2001-08-10T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (726445.8528442259 6174636.86135399)
cykelstativ.3446,2541,5588,Prags Boulevard,0,Amager Øst,Smedemodel,På fortovsudvidelse,Enkeltsidet,Vinkelret,7,Ikke registreret,,,Digitaliseret manuelt,,2018-08-09T11:04:28.195,,,,,0,POINT (726474.146970782 6174648.40778607)
cykelstativ.3447,1390,5604,Prinsesse Charlottes Gade,0,Nørrebro,Andet,Tæt på facade,Enkeltsidet,Skråt 45 grader,5,Ikke registreret,,,Ikke registreret,2009-06-01T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (723236.553260857 6177693.61149771)
